label,init,train_accuracy,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc,final_train_loss,final_val_loss,weight_norm,bias
zero,zero,0.8657142857142858,0.8866666666666667,0.8536585365853658,0.9333333333333333,0.8917197452229298,0.9413333333333334,0.3309328722642355,0.30291621826712584,3.1511956399025096,-0.31416017509148175
small_random,small_random,0.8657142857142858,0.8866666666666667,0.8536585365853658,0.9333333333333333,0.8917197452229298,0.9413333333333334,0.3309330526280854,0.30291760562460396,3.1511300977430525,-0.3141339880731734
large_random,large_random,0.8657142857142858,0.8866666666666667,0.8536585365853658,0.9333333333333333,0.8917197452229298,0.9416888888888889,0.3310829244672815,0.3038814252578383,3.1068691162625113,-0.29660814169504907
