label,dataset,train_accuracy,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc,final_train_loss,final_val_loss,weight_norm,bias
linear,linear,0.9685714285714285,0.98,1.0,0.961038961038961,0.9801324503311257,0.9893257427504002,0.15173878472144972,0.095578034986321,2.827152108903408,0.2646808652842406
xor,xor,0.64,0.6133333333333333,0.631578947368421,0.4931506849315068,0.5538461538461539,0.48318804483188044,0.6924191400808963,0.6953366730459706,0.06673767153826146,-0.02752829924376619
circle,circle,0.8057142857142857,0.8066666666666666,0.0,0.0,0.0,0.48617839840410376,0.4922030200324589,0.49177521086015397,0.045249927185092846,-1.4227595963147746
